,customer_id,transaction_count,most_recent_transaction_day,sum_profit,age,gender,wealth_segment,state,job_title,job_industry_category,owns_car,past_3_years_bike_related_purchases,tenure,property_valuation,label,job_cluster
12041,1444,5,2192,1281.31,48.0,Male,Mass Customer,NSW,Payment Adjustment Coordinator,Health,False,97.0,8.0,5.0,1,18.0
12046,3210,5,2163,2023.69,35.0,Female,Mass Customer,VIC,Junior Executive,Manufacturing,False,80.0,1.0,5.0,1,28.0
12051,2452,4,2163,1147.86,48.0,Female,Mass Customer,VIC,Chemical Engineer,Manufacturing,True,93.0,17.0,7.0,1,2.0
12055,3332,6,2159,2799.26,25.0,Female,Mass Customer,NSW,Account Representative III,Health,False,43.0,3.0,11.0,2,33.0
12061,2793,7,2188,3730.38,52.0,Male,Affluent Customer,VIC,Research Nurse,Health,True,77.0,14.0,8.0,2,10.0
12068,1646,7,2180,4487.52,29.0,Female,Mass Customer,NSW,Senior Financial Analyst,Financial Services,True,39.0,1.0,12.0,2,13.0
12075,517,6,2164,2632.16,38.0,Female,Mass Customer,NSW,Chief Design Engineer,Property,True,73.0,3.0,11.0,2,16.0
12081,555,4,2319,3505.6299999999997,53.0,Male,Mass Customer,VIC,Junior Executive,Property,False,99.0,4.0,4.0,0,28.0
12085,1551,7,2176,5171.89,48.0,Female,Affluent Customer,NSW,Computer Systems Analyst I,Entertainment,False,37.0,17.0,12.0,3,35.0
12092,1956,4,2187,1267.19,29.0,Male,Affluent Customer,QLD,Human Resources Assistant I,Health,True,36.0,3.0,3.0,1,25.0
12096,632,3,2195,1726.6099999999997,25.0,Male,Mass Customer,VIC,General Manager,Health,False,67.0,1.0,8.0,1,8.0
12099,327,5,2170,3498.63,55.0,Female,Mass Customer,QLD,Design Engineer,Health,False,10.0,12.0,8.0,2,16.0
12104,601,5,2212,1423.4399999999998,30.0,Male,High Net Worth,NSW,Senior Quality Engineer,Retail,True,56.0,4.0,11.0,1,5.0
12109,1923,4,2169,3078.6200000000003,53.0,Male,Mass Customer,VIC,Health Coach IV,Health,False,52.0,9.0,9.0,1,27.0
12113,1496,5,2207,3181.1600000000003,25.0,Female,Affluent Customer,NSW,Human Resources Manager,IT,False,22.0,3.0,9.0,2,25.0
12118,1358,8,2157,4113.04,29.0,Male,High Net Worth,VIC,Dental Hygienist,Health,False,8.0,6.0,3.0,2,0.0
12126,1155,7,2183,2332.45,29.0,Female,Mass Customer,NSW,VP Marketing,Property,True,73.0,9.0,1.0,2,12.0
12133,1270,4,2359,2113.08,40.0,Male,Affluent Customer,QLD,Paralegal,Financial Services,False,72.0,10.0,6.0,0,0.0
12137,844,9,2185,4730.32,45.0,Male,High Net Worth,NSW,Nurse Practicioner,Financial Services,False,13.0,9.0,5.0,3,10.0
12146,3037,3,2339,1404.96,52.0,Female,High Net Worth,NSW,Legal Assistant,Financial Services,True,30.0,18.0,11.0,0,0.0
12149,1296,4,2284,2793.27,34.0,Female,Affluent Customer,QLD,Paralegal,Financial Services,True,61.0,9.0,6.0,0,0.0
12153,2164,7,2222,3328.51,50.0,Female,Mass Customer,NSW,Financial Analyst,Financial Services,True,12.0,18.0,9.0,2,13.0
12160,2323,3,2366,1959.79,35.0,Male,High Net Worth,QLD,Desktop Support Technician,Property,False,2.0,13.0,7.0,0,0.0
12163,2668,5,2215,1542.41,45.0,Male,Mass Customer,QLD,Senior Quality Engineer,Health,False,27.0,18.0,8.0,1,5.0
12168,2321,3,2315,3183.5299999999997,43.0,Female,Mass Customer,QLD,Nuclear Power Engineer,Manufacturing,True,27.0,20.0,3.0,0,2.0
12171,1876,5,2292,4057.629999999999,46.0,Male,Affluent Customer,NSW,Recruiting Manager,Financial Services,False,16.0,21.0,10.0,0,8.0
12176,1758,7,2156,1764.85,52.0,Female,Mass Customer,NSW,Administrative Assistant I,Argiculture,True,16.0,6.0,2.0,2,19.0
12183,965,4,2214,3867.74,26.0,Female,High Net Worth,NSW,Structural Engineer,Retail,True,86.0,5.0,1.0,2,2.0
12187,1116,3,2161,4053.92,49.0,Female,Mass Customer,NSW,Assistant Manager,Health,True,59.0,16.0,9.0,1,8.0
12190,2625,4,2238,1764.47,51.0,Female,Affluent Customer,VIC,Research Assistant I,Manufacturing,True,45.0,8.0,6.0,1,22.0
12194,2299,6,2213,3142.75,37.0,Male,High Net Worth,VIC,Computer Systems Analyst I,Property,True,11.0,7.0,10.0,2,35.0
12200,2254,5,2157,2318.8900000000003,68.0,Female,Affluent Customer,NSW,Programmer Analyst II,Health,False,36.0,18.0,8.0,1,24.0
12205,179,3,2194,1814.59,57.0,Male,High Net Worth,NSW,Environmental Tech,Manufacturing,True,23.0,6.0,9.0,1,3.0
12208,1004,6,2357,3600.94,48.0,Male,High Net Worth,VIC,Business Systems Development Analyst,IT,False,35.0,22.0,6.0,0,9.0
12214,2699,5,2214,1757.44,45.0,Male,Affluent Customer,VIC,Account Representative IV,Manufacturing,True,93.0,16.0,7.0,1,33.0
12219,20,4,2185,3608.2799999999997,43.0,Male,Mass Customer,NSW,Project Manager,Manufacturing,False,72.0,11.0,8.0,1,8.0
12223,2194,8,2196,6198.41,65.0,Female,Affluent Customer,QLD,Electrical Engineer,Manufacturing,True,79.0,11.0,11.0,3,2.0
12231,2773,4,2158,2293.1299999999997,47.0,Male,Mass Customer,VIC,Structural Engineer,Manufacturing,True,69.0,20.0,7.0,1,2.0
12235,2484,5,2178,2143.0099999999993,44.0,Female,Mass Customer,NSW,Senior Quality Engineer,Property,True,77.0,14.0,7.0,1,5.0
12240,1505,4,2172,3825.71,30.0,Male,Mass Customer,NSW,Recruiting Manager,Financial Services,False,90.0,3.0,12.0,2,8.0
12244,1667,7,2230,5432.4,68.0,Male,High Net Worth,NSW,Geological Engineer,Manufacturing,False,67.0,18.0,12.0,3,2.0
12251,572,6,2167,2600.44,56.0,Male,High Net Worth,VIC,Clinical Specialist,Health,True,0.0,5.0,10.0,2,3.0
12257,3027,5,2185,1393.6599999999999,46.0,Male,Mass Customer,QLD,Research Nurse,Health,True,83.0,5.0,3.0,1,10.0
12262,2257,5,2218,4193.32,46.0,Male,Mass Customer,NSW,Librarian,Entertainment,False,27.0,15.0,11.0,2,0.0
12267,2332,4,2185,651.6399999999999,46.0,Male,High Net Worth,NSW,Developer III,Property,True,99.0,10.0,6.0,1,4.0
12271,2206,4,2212,1464.6599999999999,66.0,Male,Affluent Customer,NSW,Structural Engineer,Financial Services,False,60.0,14.0,5.0,1,2.0
12275,3492,3,2234,2193.81,57.0,Male,Mass Customer,VIC,Civil Engineer,Manufacturing,False,83.0,19.0,9.0,1,2.0
12278,481,2,2168,1617.21,33.0,Female,Mass Customer,NSW,Programmer IV,Argiculture,False,68.0,8.0,9.0,1,24.0
12280,1856,2,2281,253.81000000000003,54.0,Female,Mass Customer,NSW,Associate Professor,Retail,False,57.0,4.0,10.0,0,26.0
12282,1871,4,2248,2220.2599999999998,29.0,Female,High Net Worth,QLD,Senior Cost Accountant,Financial Services,True,52.0,8.0,4.0,1,1.0
12286,1065,6,2233,2753.32,61.0,Male,Mass Customer,NSW,Quality Engineer,Financial Services,True,8.0,8.0,9.0,2,5.0
12292,287,1,2292,1408.91,38.0,Female,Affluent Customer,NSW,Nuclear Power Engineer,Manufacturing,False,41.0,4.0,8.0,0,2.0
12293,1427,5,2213,3573.89,29.0,Male,High Net Worth,NSW,Environmental Specialist,Financial Services,False,14.0,8.0,9.0,2,3.0
12298,53,5,2161,2950.0699999999997,69.0,Female,Mass Customer,QLD,Software Test Engineer II,Financial Services,False,22.0,16.0,3.0,2,6.0
12303,1474,5,2220,1676.15,37.0,Male,Mass Customer,NSW,Structural Analysis Engineer,Health,True,54.0,21.0,5.0,1,2.0
12308,3427,8,2155,3921.0,42.0,Male,Mass Customer,NSW,Help Desk Operator,Financial Services,True,67.0,17.0,9.0,2,15.0
12316,1835,6,2179,1039.0299999999997,30.0,Male,Affluent Customer,NSW,Financial Advisor,Financial Services,True,48.0,1.0,10.0,1,13.0
12322,1283,2,2247,1012.1,29.0,Female,Mass Customer,QLD,Clinical Specialist,Health,False,43.0,1.0,7.0,1,3.0
12324,2976,4,2160,3521.63,59.0,Male,Mass Customer,VIC,Tax Accountant,Health,True,16.0,8.0,9.0,1,1.0
12328,1878,6,2186,2755.93,69.0,Male,Affluent Customer,QLD,Account Coordinator,Health,False,6.0,10.0,1.0,2,18.0
12334,1744,3,2263,539.2499999999999,51.0,Female,High Net Worth,QLD,Nurse Practicioner,Financial Services,False,41.0,12.0,8.0,0,10.0
12337,2675,5,2249,2643.24,50.0,Female,Mass Customer,NSW,Media Manager IV,Retail,False,24.0,7.0,7.0,1,38.0
12342,1364,4,2218,1033.8899999999999,45.0,Male,Mass Customer,VIC,Junior Executive,Manufacturing,False,99.0,21.0,6.0,1,28.0
12346,518,3,2415,938.2500000000001,32.0,Male,Mass Customer,QLD,Database Administrator IV,Retail,True,60.0,10.0,8.0,0,32.0
12349,2733,9,2182,7827.41,38.0,Female,Mass Customer,QLD,Analog Circuit Design manager,Manufacturing,True,89.0,17.0,2.0,3,16.0
12358,2297,5,2191,4274.88,51.0,Female,Affluent Customer,QLD,Geological Engineer,Manufacturing,True,16.0,19.0,10.0,2,2.0
12363,3497,3,2206,1648.32,37.0,Female,Affluent Customer,VIC,Administrative Assistant IV,Manufacturing,True,73.0,18.0,5.0,1,19.0
12366,1774,4,2251,1168.78,45.0,Male,Mass Customer,NSW,Compensation Analyst,Financial Services,True,48.0,18.0,7.0,1,9.0
12370,2209,1,2419,445.2099999999999,30.0,Male,Affluent Customer,NSW,Registered Nurse,Health,True,4.0,3.0,8.0,0,10.0
12371,3253,3,2159,4031.6500000000005,33.0,Female,High Net Worth,NSW,Cost Accountant,Financial Services,True,42.0,7.0,8.0,1,1.0
12374,3065,5,2159,1367.3799999999999,45.0,Female,High Net Worth,NSW,Recruiter,Financial Services,True,88.0,13.0,11.0,1,0.0
12379,755,3,2249,847.22,30.0,Male,Mass Customer,NSW,Senior Cost Accountant,Financial Services,False,31.0,4.0,4.0,1,1.0
12382,2670,3,2212,1311.3899999999999,46.0,Male,High Net Worth,QLD,VP Accounting,Financial Services,True,53.0,18.0,3.0,1,7.0
12385,1235,3,2235,3476.16,54.0,Female,Mass Customer,NSW,Dental Hygienist,Health,False,24.0,9.0,2.0,1,0.0
12388,432,8,2175,5110.17,33.0,Male,Affluent Customer,NSW,Nuclear Power Engineer,Manufacturing,True,83.0,10.0,10.0,3,2.0
12396,709,5,2300,3243.2999999999997,43.0,Female,Mass Customer,VIC,Accountant III,Financial Services,True,83.0,5.0,9.0,0,1.0
12401,592,4,2353,1071.53,31.0,Male,Mass Customer,QLD,VP Sales,Manufacturing,False,73.0,2.0,8.0,0,7.0
12405,1784,4,2225,1239.2799999999997,29.0,Female,Mass Customer,NSW,GIS Technical Architect,Manufacturing,True,37.0,6.0,9.0,1,0.0
12409,2649,4,2283,3870.96,37.0,Male,Affluent Customer,NSW,Dental Hygienist,Health,True,7.0,20.0,10.0,0,0.0
12413,313,6,2171,3186.6300000000006,35.0,Male,Mass Customer,VIC,Operator,Manufacturing,True,70.0,13.0,8.0,2,15.0
12419,2333,4,2246,2113.9000000000005,57.0,Male,Mass Customer,VIC,Structural Analysis Engineer,Financial Services,True,82.0,10.0,10.0,1,2.0
12423,390,5,2230,869.5600000000001,25.0,Male,Affluent Customer,NSW,Programmer Analyst II,Health,False,83.0,3.0,10.0,1,24.0
12428,28,6,2237,3366.5600000000004,50.0,Male,Affluent Customer,QLD,Senior Quality Engineer,Health,True,5.0,21.0,4.0,2,5.0
12434,493,3,2229,151.93999999999997,63.0,Female,Mass Customer,QLD,Electrical Engineer,Manufacturing,True,83.0,5.0,10.0,1,2.0
12437,969,5,2171,2793.0499999999997,45.0,Female,High Net Worth,QLD,Health Coach IV,Health,True,20.0,18.0,5.0,1,27.0
12442,3303,5,2174,2547.0099999999998,56.0,Male,Affluent Customer,VIC,Structural Engineer,Telecommunications,True,51.0,11.0,10.0,1,2.0
12447,2122,3,2162,1303.18,50.0,Male,High Net Worth,VIC,Registered Nurse,Health,True,85.0,11.0,10.0,1,10.0
12450,1901,7,2281,5809.11,46.0,Male,Affluent Customer,QLD,Budget/Accounting Analyst I,Argiculture,False,40.0,8.0,6.0,3,29.0
12457,3237,7,2330,3919.85,59.0,Female,Mass Customer,NSW,Assistant Manager,Manufacturing,False,94.0,13.0,8.0,0,8.0
12464,3192,4,2342,2865.0899999999997,55.0,Female,High Net Worth,VIC,Payment Adjustment Coordinator,Financial Services,True,37.0,16.0,2.0,0,18.0
12468,1624,6,2157,1627.2200000000003,43.0,Male,Mass Customer,NSW,Compensation Analyst,Financial Services,True,18.0,6.0,8.0,1,9.0
12474,2119,4,2221,2795.3199999999997,38.0,Female,Mass Customer,QLD,Senior Cost Accountant,Financial Services,False,51.0,17.0,5.0,1,1.0
12478,2162,4,2207,1779.26,49.0,Male,High Net Worth,NSW,Paralegal,Financial Services,True,49.0,10.0,8.0,1,0.0
12482,429,8,2172,3652.26,45.0,Female,High Net Worth,NSW,Community Outreach Specialist,IT,True,7.0,21.0,3.0,2,3.0
12490,2910,7,2241,2752.29,60.0,Female,Mass Customer,VIC,Registered Nurse,Health,True,15.0,12.0,10.0,2,10.0
12497,2077,3,2381,2429.72,31.0,Female,Mass Customer,QLD,Cost Accountant,Financial Services,True,67.0,7.0,8.0,0,1.0
12500,2466,5,2173,1576.8200000000002,43.0,Male,High Net Worth,QLD,Software Test Engineer IV,Entertainment,False,62.0,16.0,1.0,1,6.0
12505,2305,5,2232,3135.34,39.0,Female,Affluent Customer,VIC,Chief Design Engineer,Financial Services,True,91.0,13.0,10.0,2,16.0
12510,1325,1,2236,104.24000000000001,55.0,Male,High Net Worth,QLD,Account Executive,Argiculture,True,67.0,14.0,4.0,1,28.0
12511,3453,6,2226,2341.29,34.0,Female,Affluent Customer,QLD,Product Engineer,Retail,False,57.0,14.0,9.0,2,17.0
12517,2636,3,2184,407.9600000000001,49.0,Female,High Net Worth,NSW,Nuclear Power Engineer,Manufacturing,True,35.0,14.0,10.0,1,2.0
12520,1510,2,2210,2238.37,64.0,Male,Mass Customer,NSW,Actuary,Financial Services,False,94.0,18.0,10.0,1,0.0
12522,1741,3,2218,2725.13,29.0,Male,High Net Worth,NSW,General Manager,Financial Services,False,18.0,3.0,9.0,1,8.0
12525,3323,3,2344,1142.75,50.0,Male,High Net Worth,QLD,Account Representative I,Health,False,99.0,8.0,7.0,0,33.0
12528,2315,5,2306,600.7599999999998,29.0,Male,Affluent Customer,NSW,Community Outreach Specialist,Financial Services,False,25.0,8.0,7.0,0,3.0
12533,1846,1,2487,356.5,44.0,Female,Affluent Customer,VIC,Senior Editor,Manufacturing,False,4.0,7.0,10.0,0,34.0
12534,2393,2,2276,192.9699999999999,42.0,Female,High Net Worth,QLD,Registered Nurse,Health,True,68.0,11.0,7.0,0,10.0
12536,1212,3,2225,2331.63,55.0,Female,Affluent Customer,NSW,Legal Assistant,Property,False,28.0,13.0,9.0,1,0.0
12539,615,4,2196,3620.88,67.0,Female,Mass Customer,QLD,Human Resources Assistant I,Property,False,93.0,19.0,9.0,1,25.0
12543,1159,4,2160,2352.28,30.0,Male,Mass Customer,VIC,Librarian,Entertainment,False,94.0,1.0,8.0,1,0.0
12547,3056,4,2173,1246.69,55.0,Female,Mass Customer,VIC,Health Coach II,Entertainment,False,43.0,18.0,8.0,1,27.0
12551,1337,6,2237,3417.42,35.0,Female,Mass Customer,VIC,Structural Engineer,Health,False,15.0,10.0,8.0,2,2.0
12557,2075,4,2158,2302.5400000000004,50.0,Female,Mass Customer,QLD,Environmental Tech,Manufacturing,False,95.0,8.0,4.0,1,3.0
12561,3125,4,2163,1702.4299999999998,45.0,Female,High Net Worth,NSW,Social Worker,Health,True,2.0,5.0,8.0,1,0.0
12565,861,5,2208,1009.34,46.0,Female,High Net Worth,VIC,Senior Financial Analyst,Financial Services,False,73.0,17.0,8.0,1,13.0
12570,2686,11,2178,6119.73,27.0,Male,Affluent Customer,VIC,Automation Specialist II,Financial Services,False,63.0,4.0,8.0,3,36.0
12581,45,3,2197,1048.1499999999999,48.0,Male,Mass Customer,NSW,Senior Financial Analyst,Financial Services,False,64.0,8.0,3.0,1,13.0
12584,2962,3,2231,444.6500000000001,52.0,Female,Mass Customer,NSW,Information Systems Manager,Property,False,26.0,15.0,11.0,1,9.0
12587,1532,6,2157,2827.66,51.0,Female,Mass Customer,NSW,VP Accounting,Financial Services,True,27.0,10.0,8.0,2,7.0
12593,3046,4,2382,3172.1299999999997,59.0,Female,Affluent Customer,NSW,Programmer Analyst III,Manufacturing,False,53.0,18.0,8.0,0,24.0
12597,814,3,2202,2154.13,63.0,Male,Mass Customer,VIC,Analog Circuit Design manager,Manufacturing,False,60.0,14.0,8.0,1,16.0
12600,2013,9,2169,4413.06,28.0,Female,Affluent Customer,NSW,Registered Nurse,Health,True,99.0,19.0,8.0,3,10.0
12609,2042,3,2165,2006.1800000000003,55.0,Male,Mass Customer,VIC,Registered Nurse,Health,False,65.0,17.0,4.0,1,10.0
12612,1802,8,2167,5035.8,50.0,Female,Mass Customer,QLD,Nuclear Power Engineer,Manufacturing,False,3.0,7.0,9.0,3,2.0
12620,351,2,2165,1438.6200000000001,24.0,Male,Mass Customer,VIC,Pharmacist,Health,True,69.0,2.0,10.0,1,0.0
12622,38,4,2204,2025.34,68.0,Female,Affluent Customer,QLD,Senior Cost Accountant,Financial Services,False,37.0,20.0,4.0,1,1.0
12626,128,4,2291,2193.06,46.0,Male,Mass Customer,NSW,Systems Administrator III,Property,True,73.0,12.0,5.0,0,20.0
12630,2129,2,2303,873.1199999999999,43.0,Male,High Net Worth,NSW,Electrical Engineer,Manufacturing,False,26.0,3.0,9.0,0,2.0
12632,77,3,2255,1657.5800000000002,34.0,Male,Mass Customer,QLD,Automation Specialist IV,Financial Services,False,79.0,7.0,5.0,1,36.0
12635,218,4,2168,1476.17,30.0,Female,High Net Worth,NSW,Administrative Officer,Property,True,37.0,8.0,8.0,1,19.0
12639,777,6,2181,3184.33,30.0,Male,High Net Worth,NSW,Paralegal,Financial Services,False,2.0,4.0,9.0,2,0.0
12645,362,4,2243,463.02,49.0,Female,High Net Worth,NSW,Software Engineer IV,Financial Services,True,47.0,18.0,7.0,1,6.0
12649,2338,7,2177,3574.31,36.0,Female,Mass Customer,NSW,Programmer Analyst IV,Manufacturing,False,13.0,5.0,5.0,2,24.0
12656,1715,3,2256,629.29,35.0,Male,Mass Customer,NSW,Web Developer III,Entertainment,True,41.0,12.0,9.0,1,4.0
12659,1055,2,2360,343.24,35.0,Female,Mass Customer,NSW,Data Coordiator,Manufacturing,False,30.0,12.0,10.0,0,0.0
12661,2806,8,2222,3420.13,37.0,Male,Mass Customer,VIC,Programmer Analyst II,Manufacturing,True,60.0,3.0,5.0,2,24.0
12669,878,3,2233,2809.75,41.0,Male,Mass Customer,QLD,Environmental Specialist,Manufacturing,True,31.0,9.0,5.0,1,3.0
12672,954,4,2267,3624.0,28.0,Male,Mass Customer,VIC,VP Quality Control,Manufacturing,True,76.0,7.0,6.0,1,5.0
12676,2926,4,2297,1341.6799999999998,60.0,Female,High Net Worth,QLD,Research Nurse,Health,False,27.0,12.0,12.0,0,10.0
12680,1027,6,2178,1449.4399999999998,57.0,Male,Affluent Customer,NSW,Statistician I,Financial Services,False,33.0,18.0,12.0,1,39.0
12686,774,1,2297,144.26,24.0,Female,High Net Worth,VIC,Operator,Manufacturing,False,79.0,1.0,8.0,0,15.0
12687,2607,8,2159,1943.5099999999998,31.0,Male,Affluent Customer,VIC,Registered Nurse,Health,True,90.0,7.0,10.0,2,10.0
12695,2499,3,2329,2160.75,50.0,Female,Mass Customer,QLD,Account Representative I,Retail,False,77.0,14.0,7.0,0,33.0
12698,2934,6,2215,3777.2599999999998,37.0,Female,Mass Customer,NSW,Media Manager III,Telecommunications,True,26.0,9.0,2.0,2,38.0
12704,1708,4,2412,2225.03,34.0,Female,High Net Worth,NSW,Marketing Manager,Property,False,39.0,20.0,10.0,0,12.0
12708,1818,7,2178,4516.55,56.0,Female,Mass Customer,VIC,Assistant Media Planner,Entertainment,True,64.0,11.0,8.0,2,0.0
12715,816,3,2207,945.8499999999998,66.0,Female,Mass Customer,NSW,Product Engineer,Manufacturing,False,71.0,15.0,10.0,1,17.0
12718,1357,9,2166,4732.839999999999,30.0,Male,High Net Worth,VIC,Research Nurse,Health,False,69.0,6.0,1.0,3,10.0
12727,236,4,2160,2434.64,69.0,Male,Affluent Customer,VIC,Research Nurse,Health,False,79.0,14.0,2.0,1,10.0
12731,2751,8,2157,3819.81,44.0,Male,High Net Worth,QLD,Sales Associate,Retail,True,94.0,12.0,7.0,2,40.0
12739,537,3,2203,825.73,34.0,Female,High Net Worth,NSW,Structural Engineer,Entertainment,False,16.0,7.0,10.0,1,2.0
12742,3133,6,2165,2323.16,24.0,Female,Mass Customer,NSW,Quality Control Specialist,Manufacturing,False,89.0,2.0,8.0,2,5.0
12748,1352,3,2242,1151.6,68.0,Male,High Net Worth,VIC,Electrical Engineer,Manufacturing,False,53.0,18.0,7.0,1,2.0
12751,2176,3,2182,2088.0899999999997,61.0,Female,High Net Worth,NSW,Accountant II,Property,True,79.0,12.0,5.0,1,1.0
12754,297,4,2162,3599.1800000000003,64.0,Female,High Net Worth,VIC,Electrical Engineer,Manufacturing,False,33.0,16.0,7.0,1,2.0
12758,2319,4,2163,4564.900000000001,38.0,Male,High Net Worth,NSW,Librarian,Entertainment,False,63.0,18.0,9.0,2,0.0
12762,1285,7,2272,5553.4,50.0,Male,Mass Customer,QLD,Office Assistant III,Manufacturing,True,44.0,12.0,6.0,2,23.0
12769,1982,8,2204,3939.1699999999996,55.0,Female,High Net Worth,NSW,Senior Cost Accountant,Financial Services,True,80.0,16.0,2.0,2,1.0
12777,2235,6,2234,3649.92,44.0,Female,Affluent Customer,QLD,Social Worker,Health,False,75.0,16.0,5.0,2,0.0
12783,980,4,2331,2640.55,45.0,Female,Mass Customer,NSW,Registered Nurse,Health,False,19.0,8.0,8.0,0,10.0
12787,1654,4,2238,1179.6100000000001,34.0,Female,High Net Worth,VIC,Professor,IT,True,67.0,9.0,1.0,1,26.0
12791,587,6,2207,3293.38,57.0,Male,Mass Customer,VIC,Registered Nurse,Health,True,43.0,19.0,8.0,2,10.0
12797,554,3,2192,1670.6699999999998,68.0,Female,Mass Customer,NSW,Graphic Designer,Health,True,33.0,7.0,9.0,1,11.0
12800,3000,4,2196,3354.27,49.0,Male,Affluent Customer,NSW,Compensation Analyst,Financial Services,False,28.0,22.0,10.0,1,9.0
12804,651,3,2172,3473.32,50.0,Female,Affluent Customer,NSW,Tax Accountant,Health,False,76.0,13.0,12.0,1,1.0
12807,891,5,2166,2197.68,42.0,Male,High Net Worth,VIC,Occupational Therapist,Health,True,21.0,9.0,12.0,1,0.0
12812,1087,3,2168,1521.5700000000002,44.0,Female,Mass Customer,VIC,Financial Analyst,Financial Services,True,39.0,8.0,5.0,1,13.0
12815,3422,5,2186,2127.64,45.0,Female,Mass Customer,NSW,Professor,Manufacturing,False,38.0,5.0,10.0,1,26.0
12820,1437,3,2297,2636.2000000000003,49.0,Male,Affluent Customer,NSW,Electrical Engineer,Manufacturing,False,35.0,20.0,9.0,0,2.0
12823,2293,5,2239,1410.5300000000002,65.0,Female,Affluent Customer,NSW,Financial Advisor,Financial Services,False,70.0,16.0,1.0,1,13.0
12828,2496,5,2350,707.5600000000002,43.0,Male,Mass Customer,QLD,Web Developer II,Manufacturing,True,29.0,21.0,7.0,0,4.0
12833,1010,3,2280,386.36,60.0,Male,Affluent Customer,NSW,Nurse,Financial Services,False,24.0,17.0,4.0,0,10.0
12836,1226,5,2178,937.4400000000005,42.0,Female,Mass Customer,VIC,Director of Sales,Health,True,32.0,13.0,7.0,1,7.0
12841,70,5,2158,2736.9,30.0,Male,Affluent Customer,NSW,Paralegal,Financial Services,False,78.0,8.0,12.0,1,0.0
12846,88,6,2228,2534.3300000000004,57.0,Female,High Net Worth,NSW,Help Desk Operator,Property,True,41.0,7.0,12.0,2,15.0
12852,2704,3,2389,513.5799999999999,24.0,Male,Affluent Customer,NSW,Account Representative IV,Retail,True,6.0,3.0,5.0,0,33.0
12855,3300,6,2169,3936.4399999999996,62.0,Male,Mass Customer,NSW,Executive Secretary,Retail,False,47.0,14.0,9.0,2,28.0
12861,265,4,2233,2692.9100000000003,58.0,Male,High Net Worth,VIC,Sales Representative,Retail,True,74.0,18.0,9.0,1,7.0
12865,3098,4,2192,2968.25,43.0,Female,Mass Customer,QLD,Dental Hygienist,Health,False,77.0,12.0,4.0,1,0.0
12869,603,7,2203,3148.1,36.0,Female,Affluent Customer,QLD,Marketing Assistant,Financial Services,False,28.0,11.0,5.0,2,12.0
12876,107,4,2235,2343.9700000000003,33.0,Female,Mass Customer,NSW,Nurse Practicioner,Financial Services,True,97.0,9.0,12.0,1,10.0
